rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m,R_t,ds_r,ds_err
0.1,0.15848931924611134,17486,0.12589254117941673,14.845271328695222,24.15009707329453,0.48470888675091,0.8406757992280987,0.9693573804833227,0.6168285353388551,0.6777900242555579,4.728927048813315
0.15848931924611134,0.251188643150958,39023,0.19952623149688797,16.0594829607586,26.531099542727116,0.4844422914815714,0.8422339673769468,0.9692548576473871,0.6486113071091525,-0.9859142427592696,2.861366905539252
0.251188643150958,0.3981071705534973,89024,0.31622776601683794,11.946703583042147,18.807232477526032,0.48457903616223313,0.8426176701431589,0.9692296111450904,0.6547538851089768,0.018129268739510127,1.6017400292415274
0.3981071705534973,0.6309573444801932,211246,0.5011872336272724,8.14612256379921,13.037623072461246,0.4843190542616266,0.843322929605801,0.9691832071672951,0.6552489921472894,-0.2102212955353297,1.2946965613916932
0.6309573444801932,1.0,514188,0.7943282347242815,4.888254679589723,7.7227925556429575,0.4842223735020568,0.8439222441278188,0.9691437740519026,0.6559457144969751,-0.03329938502061362,0.8376495688860325
1.0,1.584893192461114,1262390,1.2589254117941675,2.9217421551181904,4.678503572080949,0.48415107626312803,0.8446839361700605,0.9690936569779924,0.6569769836845111,-0.08941985185263668,0.5186249689721633
1.584893192461114,2.511886431509581,3145340,1.9952623149688804,1.841521036432186,2.932800526568343,0.48406440837336856,0.8446817557864322,0.9690938004407588,0.6574720821703285,-0.04256288611695349,0.3190373636336435
2.511886431509581,3.981071705534973,7840742,3.16227766016838,1.1435495356731773,1.8192262191159314,0.4840669716089741,0.8448963252735465,0.9690796824058467,0.6569972692343475,-0.02312036187706328,0.2313751636897904
3.981071705534973,6.309573444801933,19607021,5.011872336272724,0.6062060307601095,0.9339692444640472,0.4840881766405445,0.8448451764550745,0.9690830478461738,0.6574330636458776,0.017528392802386196,0.12099724535977092
6.309573444801933,10.0,49026278,7.943282347242816,0.40306898535152463,0.6530730086538998,0.48410032224005395,0.8449250825643617,0.9690777902615295,0.657326136844767,-0.02031180928309069,0.1005947657184129
10.0,15.848931924611142,122693009,12.589254117941675,0.2490845466202776,0.37098529255864077,0.4840639801534189,0.8449396212843061,0.9690768336569417,0.6573722928150577,0.020015085654899244,0.0819003653340835
15.848931924611142,25.11886431509582,306932549,19.952623149688808,0.14596550720265764,0.22711802688094607,0.48405999382617854,0.8450051732204481,0.9690725205342539,0.6573831466113045,0.0020085127088546833,0.06397171432655215
25.11886431509582,39.810717055349734,766960009,31.62277660168381,0.16413707146158626,0.25667336090452963,0.484033002282686,0.845033905291802,0.9690706300493023,0.6574854817975732,0.0009380413192692514,0.05290501823778007
