rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m,R_t,ds_r,ds_err
0.1,0.15848931924611134,56014,0.12589254117941673,26.861598094804084,44.29025911001132,0.3649041794896502,0.8073365886631463,0.9613450412338405,0.6330982060457149,-0.15542754660196637,2.771400578127249
0.15848931924611134,0.251188643150958,120508,0.19952623149688797,19.87136919652702,31.926519450610677,0.3642393925843735,0.8094795199248803,0.9613738669854329,0.6503812389356002,-0.14552556202054076,1.6569195574829787
0.251188643150958,0.3981071705534973,279797,0.31622776601683794,14.33248749550729,22.427648094120517,0.3641110847004156,0.8115926556104012,0.9614022919402785,0.6596869266090467,0.17079610207647805,1.2933948275395724
0.3981071705534973,0.6309573444801932,675726,0.5011872336272724,9.90683152579835,15.525235505705249,0.36389236553649,0.8130547080539762,0.9614219588149497,0.6614367608477578,0.05350746929158262,0.8128055079032688
0.6309573444801932,1.0,1668671,0.7943282347242815,6.426388287574295,10.121856039596535,0.3636624652571812,0.8148903246076411,0.9614466507067242,0.659611330740746,0.011508451804013737,0.41191395674494025
1.0,1.584893192461114,4162285,1.2589254117941675,4.0997106554267075,6.443808871027106,0.363680484401079,0.8161726165231398,0.9614638995232798,0.6594658571611023,0.02207512793454936,0.28343705855672513
1.584893192461114,2.511886431509581,10390427,1.9952623149688804,2.6462376761415096,4.168928084253977,0.36362900199385884,0.8165720414768606,0.9614692724088695,0.6590965808944921,0.006917016929880953,0.21199188606053057
2.511886431509581,3.981071705534973,25979302,3.16227766016838,1.5229547348081183,2.415185574532309,0.3636091224233619,0.8168187106060558,0.9614725904915213,0.65890255711763,-0.011216400113358317,0.11920696907229712
3.981071705534973,6.309573444801933,65106423,5.011872336272724,0.829932642767926,1.3284299576916128,0.3636253991875021,0.8169872837254287,0.9614748580616255,0.6588430281730719,-0.018274109738881814,0.07817543041901634
6.309573444801933,10.0,163347530,7.943282347242816,0.5601915380359348,0.8821157182014789,0.36364069635609975,0.8170819581197255,0.9614761315791763,0.6586897014677885,0.0024236432415250045,0.05470509202925587
10.0,15.848931924611142,409994897,12.589254117941675,0.3419833442559498,0.5275369759463296,0.36364439163236567,0.8171202266149193,0.9614766463498347,0.6586063958943231,0.012520859026518841,0.03789770522520044
15.848931924611142,25.11886431509582,1028723140,19.952623149688808,0.24496027318051228,0.37859949732187276,0.3636331216360631,0.8171345969863493,0.9614768396536352,0.6586089370619259,0.008238575282157845,0.03171936699910371
25.11886431509582,39.810717055349734,2579768206,31.62277660168381,0.17224448755997274,0.2679390192803033,0.36365098942270246,0.8171607484669638,0.9614771914316401,0.6588200184562695,0.003979983436465572,0.026919207326618205
