rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m,ds_r,ds_err
0.1,0.15848931924611134,17103,0.12589254117941673,39.00370243836289,37.26839997099575,0.4876584936585481,0.9968639212505122,1.0303426033736616,0.5866807668604328,4.117318646596929
0.15848931924611134,0.251188643150958,41672,0.19952623149688797,26.86428281365421,26.18153363132079,0.48756823955462564,1.0024822725721079,1.0306692459602287,-0.11664140818478917,2.735604047628803
0.251188643150958,0.3981071705534973,103135,0.31622776601683794,23.921554563206467,23.065742678855017,0.48743675737638,1.0057412868089595,1.030884080930475,0.13915009785261606,1.7211337391817387
0.3981071705534973,0.6309573444801932,254702,0.5011872336272724,10.884154077869319,10.533613883928206,0.48757933517298196,1.0055419340583138,1.0309267496367414,0.02402668724183504,1.0545913169452266
0.6309573444801932,1.0,628403,0.7943282347242815,7.366112690315486,7.143693186057345,0.4876233508008173,1.0056997265206022,1.0309489574631363,0.0012897318567808168,0.6878069400654917
1.0,1.584893192461114,1559473,1.2589254117941675,4.6232879241403895,4.4208233528830805,0.4876129617288942,1.0065017528497988,1.03101366022038,0.06339262069786872,0.48181114231027516
1.584893192461114,2.511886431509581,3890277,1.9952623149688804,3.154334586307489,3.092726478983373,0.48756979783396454,1.0061189991753303,1.0310013881822762,-0.033240214014525045,0.31579842789476725
2.511886431509581,3.981071705534973,9719035,3.16227766016838,1.667256031007575,1.6427661712505315,0.4875221849469898,1.006253185704187,1.0310125787436348,-0.025660749472603373,0.2051233633273837
3.981071705534973,6.309573444801933,24286440,5.011872336272724,1.2718047937153,1.2309159946699055,0.4875179185816417,1.0062601512011236,1.0310137822020355,0.002631815912203184,0.11061300591296476
6.309573444801933,10.0,60869582,7.943282347242816,0.7915666973976426,0.7658211049022744,0.48758071954050697,1.0064405614414977,1.0310282970845268,0.0019237762382163348,0.09189058489399843
10.0,15.848931924611142,152909759,12.589254117941675,0.48988823156071143,0.46501061315887904,0.48756145969547265,1.0066432813718238,1.0310386230205928,0.01012991079696017,0.06679675681842152
15.848931924611142,25.11886431509582,385083310,19.952623149688808,0.27888745967397316,0.254023056448674,0.48754622519101987,1.0069006534888139,1.0310518680997367,0.016465236432238142,0.058660764050725414
25.11886431509582,39.810717055349734,962568615,31.62277660168381,0.2107522411275456,0.19845841650054308,0.48757007825132764,1.0071755005044918,1.0310686279671295,0.005943342423174629,0.04563848158428132
