rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m,R_t,ds_r,ds_err
0.1,0.15848931924611134,138333,0.12589254117941673,28.629098198564648,44.28745531605162,0.22961964617801522,0.7283512655152589,0.9659591651820634,0.6719244316022651,-0.17832773682903202,1.9959601155094875
0.15848931924611134,0.251188643150958,309323,0.19952623149688797,21.502181027644415,32.23386657354665,0.22868243740620525,0.7301610614469793,0.9658598360821856,0.6876482405662557,0.14055895914526073,1.4064271330672637
0.251188643150958,0.3981071705534973,741628,0.31622776601683794,14.810169907481646,22.306832993971476,0.2281810329679872,0.7336465212099194,0.9657020713844372,0.6898088777979985,-0.07434335611998648,0.9955640543955279
0.3981071705534973,0.6309573444801932,1836425,0.5011872336272724,9.749242744901965,14.745614470087236,0.22780240382895398,0.7371702264899161,0.9655766218658374,0.6871197896942688,-0.05122031760718223,0.5782980197691578
0.6309573444801932,1.0,4563965,0.7943282347242815,7.173967064051852,10.869552030942753,0.22773397867268738,0.7398198791048649,0.9654650479186719,0.6852914182532881,-0.026600179604224627,0.4272595341448609
1.0,1.584893192461114,11361973,1.2589254117941675,4.486144874649123,6.73432440860043,0.22771944611937153,0.741415943461055,0.9653987989841458,0.6847068290080885,0.052426049487764366,0.1991540240304034
1.584893192461114,2.511886431509581,28361221,1.9952623149688804,2.8985619634141533,4.421599467700943,0.22770960381323352,0.7423369380409237,0.9653612945175979,0.6842097955660252,-0.033227630899382465,0.16281194630359888
2.511886431509581,3.981071705534973,71127215,3.16227766016838,1.5360525823043931,2.3159411207102454,0.22770979856237078,0.7427987609242104,0.9653369301871288,0.6842468130028747,0.009548355449295148,0.10928427192470858
3.981071705534973,6.309573444801933,178401020,5.011872336272724,0.7896977745053687,1.2025619621075903,0.2277088013456355,0.7430162267700636,0.9653272084396265,0.6843031701133062,-0.007094349126628363,0.07509120150428153
6.309573444801933,10.0,447821065,7.943282347242816,0.5602202383951386,0.8442692335952785,0.22769534125404098,0.7431604261317066,0.9653203729433194,0.6842015709279133,0.003940506094641983,0.05589469941183927
10.0,15.848931924611142,1123374111,12.589254117941675,0.3760756883854301,0.5650651623500025,0.22773511745779326,0.7432516343794797,0.9653143211089364,0.6840600759163115,0.00445914636168546,0.043163924602358815
15.848931924611142,25.11886431509582,2818929253,19.952623149688808,0.26951728463063385,0.4047704268804302,0.2277804296993951,0.743358901280039,0.9653084559778132,0.6838591627867455,0.0035055641622887728,0.03268351802753872
25.11886431509582,39.810717055349734,7083691076,31.62277660168381,0.20473434446763894,0.30064744301491136,0.22776884014788987,0.7434506795035704,0.9653049535119371,0.683746575323703,0.009544850118328263,0.027416550279339275
