rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m,R_t,ds_r,ds_err
0.1,0.15848931924611134,47707,0.12589254117941673,28.62377899018562,43.65401047015875,0.2261609794022365,0.7438361782657213,0.9731777430615267,0.6616817661921033,0.797409115383768,3.3800556039178065
0.15848931924611134,0.251188643150958,109011,0.19952623149688797,17.19248560086907,25.675993011374196,0.22548974053082094,0.746265008577063,0.9730946518569935,0.6781778657347581,0.37594117516713055,2.247024026142345
0.251188643150958,0.3981071705534973,261494,0.31622776601683794,14.132312543456202,21.254655101406566,0.22526251022689522,0.7485524148641927,0.9730287339582872,0.6851014106477947,-0.054809088119642295,1.4768848692486458
0.3981071705534973,0.6309573444801932,640306,0.5011872336272724,10.257656755352562,15.378568990265439,0.22504348931171472,0.7520356739162526,0.97289533951939,0.6827187173004775,0.06473534270595047,0.9795082514561313
0.6309573444801932,1.0,1586318,0.7943282347242815,6.6545102249130235,9.93940943372692,0.2252581651374932,0.754663720076232,0.9727875287402957,0.6813910247106508,0.09985037763592312,0.653168148728809
1.0,1.584893192461114,3941480,1.2589254117941675,4.375065820388475,6.621728288670043,0.22524073817482884,0.7556311137192205,0.9727598209256166,0.6809446389198276,-0.016814368110941766,0.4319607951534203
1.584893192461114,2.511886431509581,9844190,1.9952623149688804,2.6748112793784173,4.01316030508237,0.225199191775039,0.7564530023974037,0.9727276449161161,0.6813694469688862,0.022543010112089888,0.2826775611599248
2.511886431509581,3.981071705534973,24625026,3.16227766016838,1.4678879298510188,2.2206447233494155,0.22522118090947307,0.7567328904192232,0.9727164812875886,0.6809451287360644,-0.004518424708675743,0.1813115075544552
3.981071705534973,6.309573444801933,61719861,5.011872336272724,0.8514943644835796,1.3003277099875676,0.22525956831158342,0.7569868658099447,0.9727076177023043,0.6811814782241773,-0.015228578008580077,0.1317394779335212
6.309573444801933,10.0,154095588,7.943282347242816,0.6420064427977402,0.9581070070610076,0.2253253390234557,0.7570797657316837,0.9727048092466928,0.6808251690083329,0.011336978800714964,0.08494620834449385
10.0,15.848931924611142,384480958,12.589254117941675,0.41445087855235746,0.618630150736076,0.22536086298939448,0.7570614330719461,0.9727093365905289,0.6809552487348363,0.007077418021689393,0.06611789035572607
15.848931924611142,25.11886431509582,954720957,19.952623149688808,0.2471844629982662,0.3747842228148437,0.2254168953577163,0.7570296362372749,0.9727135937639623,0.6809528193917593,-0.0016035342220307625,0.0635519966925701
25.11886431509582,39.810717055349734,2345814572,31.62277660168381,0.15623918954668836,0.2668333654019637,0.22565116636325191,0.7571496233597227,0.9727125925710901,0.6808270001731053,-0.030911241867241063,0.05476661230476323
