rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m,R_t,ds_r,ds_err
0.1,0.15848931924611134,58497,0.12589254117941673,17.14155444831945,28.792617775065207,0.4836974616148759,0.8324297900618821,0.9616825837407305,0.6254399141423749,-0.2934053742812444,2.4487206508302144
0.15848931924611134,0.251188643150958,125793,0.19952623149688797,13.921342786227845,22.509745386647314,0.4835205411156541,0.8342145136363206,0.9617065910429415,0.6431960535880358,-0.003908668552578582,1.6524516235671158
0.251188643150958,0.3981071705534973,290401,0.31622776601683794,10.455690562407485,16.576025385159326,0.48373702719964184,0.8366715294494398,0.9617396417192522,0.6459595835618825,0.2541971488501025,1.1360642589268048
0.3981071705534973,0.6309573444801932,691425,0.5011872336272724,7.360564948463317,11.74111085830213,0.4836881219746889,0.8384144575526791,0.9617630868075033,0.6475832847412261,0.07698244430891864,0.7086953651329365
0.6309573444801932,1.0,1681865,0.7943282347242815,5.02884274655165,8.098048082626311,0.48366290360843484,0.8393750777884799,0.9617760086406887,0.6472864537394126,-0.020164357408875,0.43245368748726
1.0,1.584893192461114,4148146,1.2589254117941675,3.078788673100114,4.9018823127634725,0.4836252595171995,0.8404335498075903,0.961790246732239,0.6449197574782678,0.061684011910108624,0.3036146285195926
1.584893192461114,2.511886431509581,10312247,1.9952623149688804,1.7179812555609821,2.790802063569075,0.48361764566715937,0.840971801563928,0.961797487053802,0.6451657896726174,-0.0221814222698543,0.1697431313669139
2.511886431509581,3.981071705534973,25768812,3.16227766016838,1.0443879720301283,1.7164684269267096,0.4835701183883663,0.8411909449118509,0.961800434871972,0.644842998689364,-0.03254281089724049,0.11280884516886466
3.981071705534973,6.309573444801933,64525896,5.011872336272724,0.6637924282131183,1.0685748036110991,0.48356143000090324,0.8413453121812507,0.9618025113513445,0.644547818950627,0.0021829903790412564,0.08516826175130184
6.309573444801933,10.0,161641068,7.943282347242816,0.41631380546598057,0.6673507693610461,0.48357568230995485,0.8414712889930436,0.9618042059349963,0.6446467691954858,0.0040971470971770466,0.05883273447572526
10.0,15.848931924611142,405546296,12.589254117941675,0.25809392753571075,0.4159333624030281,0.483559122555007,0.8415740276880253,0.9618055879299082,0.6445861924565466,0.00036959130993100654,0.035825794355053016
15.848931924611142,25.11886431509582,1017160760,19.952623149688808,0.19863815556856837,0.31098926589759496,0.48357680614525056,0.8416633387636504,0.9618067893024984,0.6446409002800797,0.009384524164240517,0.028135884171351815
25.11886431509582,39.810717055349734,2552056886,31.62277660168381,0.16750483742703048,0.2640867420547395,0.4836072552445804,0.8417526249307091,0.9618079903400297,0.6446716243721781,0.006060425309216208,0.025361766922363776
