rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m,ds_r,ds_err
0.1,0.15848931924611134,35109,0.12589254117941673,43.57837674989269,42.73270757218576,0.23639140704177913,0.8042695857156228,1.0135161989262946,0.26451022863384155,4.582255967396338
0.15848931924611134,0.251188643150958,86231,0.19952623149688797,32.496580535779245,32.26365620613356,0.23548803557315198,0.8104120991677942,1.0140619795347383,-0.2177051778847717,2.6807120260459025
0.251188643150958,0.3981071705534973,213387,0.31622776601683794,24.86719396685885,24.775122252716134,0.23523476039754254,0.8124610978608555,1.0143304468610743,-0.25925166654537835,1.9167749973797483
0.3981071705534973,0.6309573444801932,525237,0.5011872336272724,13.578268752076013,13.44282085634707,0.23526813178742595,0.8156248791705066,1.014651487947297,-0.06062124064878453,1.230899307181926
0.6309573444801932,1.0,1292660,0.7943282347242815,11.377271453558501,11.099873111936699,0.23530909705857614,0.8186536148481105,1.0149334938307233,0.10999583289100172,0.7219566269995343
1.0,1.584893192461114,3209587,1.2589254117941675,6.7631223915715255,6.534758434497392,0.23528495509746758,0.8205488735418395,1.0151259736720237,0.1275894582545057,0.48136167255695156
1.584893192461114,2.511886431509581,8011375,1.9952623149688804,4.164951898095523,4.029908970649146,0.23530633914414692,0.8214030503119754,1.0152008369707382,0.07268013922919073,0.3951458679657872
2.511886431509581,3.981071705534973,20125550,3.16227766016838,2.368556002622753,2.3218524675450167,0.23513124227443608,0.821409693665503,1.01521075384529,0.011215807836651045,0.2693736409429805
3.981071705534973,6.309573444801933,50523352,5.011872336272724,1.2233703122629267,1.1990976240722082,0.23492237883048459,0.8217649557571102,1.0152455253703552,0.00590183831562045,0.16122553839704704
6.309573444801933,10.0,126851527,7.943282347242816,0.9541550906404839,0.9147008319713459,0.23499460095155186,0.8219407385853457,1.0152659957141792,0.025107153983401447,0.12518809945870757
10.0,15.848931924611142,319163541,12.589254117941675,0.6037317533385111,0.5716615449323207,0.23499405374430318,0.8225872230186464,1.0153225890100974,0.022959080939036716,0.08669361961275428
15.848931924611142,25.11886431509582,793693544,19.952623149688808,0.5917878024558479,0.5683718764599204,0.23513161535142169,0.8229729489744639,1.0153571186499324,0.014465227437787418,0.08672196686447227
25.11886431509582,39.810717055349734,1945809140,31.62277660168381,0.4164878644610552,0.38217862426188304,0.23539942400570196,0.8233706478764038,1.0153892558096613,0.027996943460617534,0.07828254094937831
