rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m,2R,1+m_sel,ds_r,ds_err
0.1,0.15848931924611134,22557,0.12589254117941673,64.90974124915793,43.780771962643854,0.48504067668862066,1.1413022658910401,0.8738110285750804,1.6807350262103364,1.0062564536343532,0.14146257117143818,2.3320944379352144
0.15848931924611134,0.251188643150958,57069,0.19952623149688797,45.97469850679262,31.169027801430353,0.4849232498008795,1.1426250503002566,0.8739796753142474,1.6803640787889058,1.0079574116268377,-0.11113510487997916,1.7940523617409652
0.251188643150958,0.3981071705534973,145951,0.31622776601683794,30.728078933906307,20.590237129115994,0.4850695965981507,1.1438784953657888,0.8726816126423305,1.6804187943909523,1.007130988708802,0.21516407372068602,0.9861643183414096
0.3981071705534973,0.6309573444801932,367560,0.5011872336272724,18.33473291802732,12.337227578402077,0.48530953630139323,1.1444384572057305,0.873179557633367,1.6804869905068545,1.007453190516694,0.0653227193007341,0.6344375167750118
0.6309573444801932,1.0,919609,0.7943282347242815,12.68297696211158,8.522721928703094,0.4852812140194314,1.1443513387422102,0.8728622077360539,1.6804738120401288,1.0078204047553965,0.05675118000343043,0.40298084387132077
1.0,1.584893192461114,2305610,1.2589254117941675,7.873479900555105,5.354242353865015,0.48528055738701376,1.1444042637670424,0.8730041317661276,1.68048324263532,1.0080633703209683,-0.030360567560914934,0.23472877047340804
1.584893192461114,2.511886431509581,5775924,1.9952623149688804,4.651847493341151,3.110025491089765,0.48527055233664995,1.1443181377292289,0.8730186139527691,1.6805018030405023,1.008123289129015,0.035182238510573144,0.2067200028210778
2.511886431509581,3.981071705534973,14458657,3.16227766016838,2.4797889992587145,1.6846180365093926,0.48522573588747575,1.1443365900047282,0.8730326912265329,1.680525651091279,1.008237554411806,-0.00822361485536828,0.11663088226740678
3.981071705534973,6.309573444801933,36154818,5.011872336272724,1.7527973630102829,1.1866399041336275,0.48524312305436357,1.1444603908718127,0.8729848838413978,1.6805225736749039,1.0081000926025323,-0.001479912404141009,0.07942560248766649
6.309573444801933,10.0,90547484,7.943282347242816,1.117925086566382,0.7552088299463953,0.48524558664881523,1.1444928049272558,0.873037880971416,1.6805183913504569,1.008171735405503,0.0005823624710353802,0.061246080927704165
10.0,15.848931924611142,227157612,12.589254117941675,0.7549307946044235,0.5331034437552817,0.48523978865480427,1.1445877109931781,0.8730625944392498,1.6805322009221642,1.008126425006055,-0.022716069549640564,0.05147173562746787
15.848931924611142,25.11886431509582,568099871,19.952623149688808,0.5177647846601616,0.3687435487707965,0.4852675175412691,1.144549147032187,0.8730733536474468,1.6805488715961436,1.0081038364706,-0.01869735384223565,0.03836666969191467
25.11886431509582,39.810717055349734,1414049684,31.62277660168381,0.3631278961593378,0.2586065053694528,0.48531987576057917,1.1447198507521592,0.8730627813635531,1.680556575745662,1.0081106088164598,-0.013105759298102615,0.0376749495144737
