rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m,ds_r,ds_err
0.1,0.15848931924611134,9895,0.12589254117941673,45.40572598095581,43.906309008559575,0.589692594658395,1.054809870102221,1.0343594762864115,-0.008875841540294329,6.069332891035021
0.15848931924611134,0.251188643150958,24176,0.19952623149688797,32.317063639374766,30.562102168831515,0.5900268241400383,1.0649206450360487,1.0348566402228447,0.6664394313032156,3.6354722306432055
0.251188643150958,0.3981071705534973,58050,0.31622776601683794,19.78451390208322,19.601227295649007,0.5896052913553306,1.0693569346553702,1.0350701119190873,-0.4870497396944213,2.4253320168072374
0.3981071705534973,0.6309573444801932,142645,0.5011872336272724,12.513273665783798,12.37648317190961,0.5896148145726011,1.0736762166982767,1.0352869793216615,-0.28971504315103325,1.3038920225005617
0.6309573444801932,1.0,347755,0.7943282347242815,8.31370548094738,7.860583523018268,0.5895128096762527,1.0750028807753982,1.0353506986658332,0.16926133212167033,0.9637358382382889
1.0,1.584893192461114,856283,1.2589254117941675,4.673274433279883,4.412783552433397,0.589520121323565,1.0751198384247629,1.0353573379230645,0.1008990787773029,0.5226290135589813
1.584893192461114,2.511886431509581,2126985,1.9952623149688804,3.3284411793616218,3.2284233508596993,0.5894822699360182,1.0759526392642027,1.0353995155982723,-0.013779023507093745,0.3735677438539974
2.511886431509581,3.981071705534973,5292962,3.16227766016838,1.1413329947178465,1.1682216329127442,0.5895679742708032,1.0761209728981624,1.0354081098934047,-0.06591908784638696,0.25675053478930526
3.981071705534973,6.309573444801933,13234609,5.011872336272724,1.2150525233181342,1.1769379597469902,0.5895109430948297,1.0764678357507194,1.0354258661318312,-0.003457015275942077,0.17104706750485932
6.309573444801933,10.0,33180548,7.943282347242816,0.8482516579216409,0.797319100102478,0.5894409643201124,1.076668720080766,1.0354350870039992,0.021903339399772168,0.11442267823246803
10.0,15.848931924611142,83310898,12.589254117941675,0.5061399066295107,0.4697594811842086,0.5894253337160955,1.0766527058217226,1.0354341772605617,0.019059526093105933,0.08399977616291854
15.848931924611142,25.11886431509582,209056890,19.952623149688808,0.464648181180004,0.44913573626585135,0.5893943843912663,1.0765947893200045,1.0354313322156954,-0.0003873096698411773,0.06794010366839495
25.11886431509582,39.810717055349734,522835350,31.62277660168381,0.3099444330289241,0.29347586534737985,0.589345214938909,1.076523329058448,1.035428097855109,0.005863541870730717,0.05659491506208405
