rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m,2R,1+m_sel,ds_r,ds_err
0.1,0.15848931924611134,25587,0.12589254117941673,76.74881652353035,51.029418391484796,0.3669897282857102,1.0375768609678737,0.8790472007553165,1.6831106558303026,1.0092039932845824,0.3711429834899227,2.8753243092548084
0.15848931924611134,0.251188643150958,66303,0.19952623149688797,53.802090899626826,36.073953683173684,0.36670921004502727,1.0421477811303586,0.8792731567337572,1.682907131485793,1.0105969463373772,-0.09593800924570305,1.8493450555656532
0.251188643150958,0.3981071705534973,166645,0.31622776601683794,40.798972559809435,27.290922500591254,0.3671220793194631,1.043470962874961,0.8785121852498402,1.683150227101219,1.009700897736798,0.03569099929547293,1.1186298244926303
0.3981071705534973,0.6309573444801932,421148,0.5011872336272724,23.950709350925894,16.035820712239676,0.367144005463504,1.0437285319921017,0.8785770064884189,1.683178195773124,1.0105707091188114,-0.009207910881031511,0.7280562521117443
0.6309573444801932,1.0,1058349,0.7943282347242815,16.573016026435944,10.989584021433693,0.3670966614708607,1.0435469185680815,0.8788043379880704,1.6832378740678826,1.010672356390052,0.09586978567198318,0.41890932537530107
1.0,1.584893192461114,2653898,1.2589254117941675,10.718399237998579,7.143369077747549,0.3672199277799066,1.0433913445648335,0.8788320893866919,1.68330448851888,1.0106567141002876,0.025615999742579092,0.3077773271351205
1.584893192461114,2.511886431509581,6659239,1.9952623149688804,6.835897585068727,4.545301309390495,0.3673012757446953,1.0430902946336607,0.8788909442058718,1.6833507809401818,1.0106338604842413,0.02654990369506497,0.22465359572251078
2.511886431509581,3.981071705534973,16645262,3.16227766016838,3.5368557567802164,2.3638087964886663,0.3673714120039834,1.043161585883774,0.8790281945234858,1.6833750074213756,1.010704720999597,0.001072649131769602,0.16219430038548224
3.981071705534973,6.309573444801933,41640466,5.011872336272724,2.042775114601398,1.3797220572193085,0.3673405802824736,1.043192498613509,0.8790430594468335,1.6833730933913775,1.0109540939566743,-0.014200399113715614,0.09701109083593615
6.309573444801933,10.0,104415614,7.943282347242816,1.331504262572,0.8849610092894564,0.3673044329208516,1.0433071857554441,0.8790444021500761,1.6833851037592553,1.0108743223390213,0.005164205712336114,0.08555106231734852
10.0,15.848931924611142,262540727,12.589254117941675,1.0517781839683271,0.7178274725992839,0.367330422360551,1.043189184832224,0.8790129238779794,1.683414415594104,1.010846194654167,-0.01466970994132392,0.06620468933037092
15.848931924611142,25.11886431509582,662543252,19.952623149688808,0.6881475361525271,0.4748769449216211,0.3672922288193557,1.042995036538933,0.8790363879007526,1.6834573449134118,1.0108685302368876,-0.014855674782293049,0.06484541861472783
25.11886431509582,39.810717055349734,1670109716,31.62277660168381,0.5065178934130581,0.3488882895149078,0.3672310761067637,1.0428149046008388,0.8789313243248262,1.6834826791787392,1.010866790186878,-0.010249059515225674,0.0463187718773465
